|     name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS |     CHANCES |                Abell |   WINGS |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
|    81719 |   92.51074 | -33.56296 | 0.039 | 240.27 |  0.95 |    False |   False |               |             |           ABELL 3381 |         |                     |                    |                 |          |                   |
| 93290801 |   92.67264 | -67.75726 | 0.036 | 277.77 |  0.68 |    False |   False |        MC0043 |             |                      |         |                     |                    |                 |          |                   |
| 93251340 |   93.03784 | -44.98723 | 0.048 | 252.42 |  2.19 |    False |   False |               |             |          ABELL S0574 |         | ACT-CL J0611.9-4451 |                    |                 |          |                   |
|    92184 |   94.02203 | -51.85901 | 0.037 | 260.03 |  1.12 |    False |   False |               |             |          ABELL S0580 |         |                     |                    |                 |          |                   |
| 93290803 |   94.03913 | -69.84442 | 0.038 | 280.17 |  1.37 |    False |   False |        MC0068 |             |                      |         |                     |                    |                 |          |                   |
|   100115 |   95.45526 | -64.98077 | 0.027 | 274.72 |  1.98 |    False |   False |        MC0020 |             |           ABELL 3389 |         |                     |                    |                 |          |                   |
| 93280903 |   95.56809 | -64.67731 | 0.028 | 274.38 |  1.48 |    False |   False |        MC0020 |             |                      |         |                     |                    |                 |          |                   |
|    95058 |   96.15501 | -54.32505 | 0.051 | 263.00 |  2.23 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93241407 |   96.26637 | -37.34294 | 0.031 | 245.18 |  1.07 |    False |   False |               |             |           ABELL 3390 |         |                     |                    |                 |          |                   |
| 93271105 |   96.80732 | -54.49082 | 0.049 | 263.27 |  4.89 |    False |    True |               |       A3395 |           ABELL 3395 |   A3395 |                     | PSZ2 G263.19-25.19 |           A3395 |   A3395n | MCXC J0627.2-5428 |
|    95101 |   98.35920 | -56.21471 | 0.053 | 265.33 |  1.58 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93300707 |  101.22639 | -74.54915 | 0.021 | 285.62 |  0.51 |    False |   False |               |             |           ABELL 3405 |         |                     | PSZ2 G285.80-26.46 |                 |          |                   |
|    95198 |  102.56230 | -55.83064 | 0.051 | 265.55 |  1.31 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93271207 |  103.77351 | -55.64304 | 0.053 | 265.56 |  2.02 |    False |   False |               |             |          ABELL S0599 |         | ACT-CL J0655.6-5541 |                    |                 |          |                   |
| 93281010 |  108.00673 | -60.54771 | 0.033 | 271.30 |  0.91 |    False |   False |               |             |                      |         |                     |                    |                 |          | MCXC J0712.0-6030 |
| 93162315 |  125.99993 |   4.37471 | 0.032 | 219.82 |  1.77 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    61427 |  129.21200 |  -6.00012 | 0.041 | 231.21 |  0.89 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93162401 |  134.55830 |   3.23956 | 0.013 | 225.47 |  0.37 |    False |   False |               |             |           ABELL 0732 |         | ACT-CL J0857.8+0310 | PSZ2 G225.48+29.41 |                 |          |                   |
| 93192510 |  137.23423 |  -9.65810 | 0.056 | 239.29 | 10.68 |     True |   False |               |       A0754 |           ABELL 0754 |   A0754 |                     | PSZ2 G239.29+24.75 |            A754 |    A0754 |                   |
|    65975 |  139.52552 | -12.09345 | 0.066 | 242.93 | 28.38 |     True |   False |               |       A0780 |           ABELL 0780 |   A0780 |                     |                    |            A780 |  HYDRA-A |                   |
|    65983 |  139.59930 | -12.38769 | 0.055 | 243.23 |  1.41 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93192606 |  141.40188 | -12.46681 | 0.014 | 244.52 |  0.18 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93212505 |  144.08620 | -21.17663 | 0.036 | 253.56 |  0.54 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93192605 |  144.19460 | -11.51425 | 0.019 | 245.65 |  0.32 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93212503 |  144.46931 | -20.35051 | 0.035 | 253.18 |  1.09 |    False |   False |               |             |          ABELL S0617 |         |                     |                    |                 |          |                   |
|    74392 |  144.50162 | -20.35771 | 0.034 | 253.21 |  1.55 |    False |   False |               |             |          ABELL S0617 |         |                     |                    |                 |          |                   |
|    66126 |  147.16399 | -10.71003 | 0.068 | 247.16 |  1.49 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93182708 |  147.37211 |  -5.18916 | 0.022 | 242.25 |  0.54 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93202606 |  148.25233 | -15.93736 | 0.033 | 252.43 |  1.11 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
|    70226 |  148.31393 | -15.97305 | 0.031 | 252.50 |  1.73 |    False |   False |               |             |                      |         |                     |                    |                 |          |                   |
| 93222510 |  149.54521 | -26.97233 | 0.010 | 261.77 |  0.19 |    False |   False |    HYDRA_0030 |     NGC3078 |                      |         |                     |                    |                 |          |                   |
|    74556 |  149.84301 | -24.97870 | 0.049 | 260.57 |  1.39 |    False |   False |               |             |           ABELL 3429 |         |                     |                    |                 |          |                   |
| 93212601 |  149.89817 | -24.95333 | 0.048 | 260.59 |  1.20 |    False |   False |               |             |           ABELL 3429 |         |                     |                    |                 |          |                   |
| 93202701 |  150.47119 | -19.47187 | 0.014 | 256.95 |  0.38 |    False |   False |  SPLUS-n15s01 |             |                      |         |                     |                    |                 |          |                   |
| 93202709 |  150.61341 | -15.34033 | 0.031 | 253.80 |  0.88 |    False |   False |  SPLUS-n12s01 |             |                      |         |                     |                    |                 |          |                   |
|    57189 |  151.53602 |  -1.56867 | 0.035 | 241.98 |  0.90 |    False |   False |  SPLUS-n02s02 |             |                      |         |                     |                    |                 |          |                   |
| 93202718 |  151.64981 | -15.94998 | 0.017 | 255.13 |  0.20 |    False |   False |  SPLUS-n13s02 |             |                      |         |                     |                    |                 |          |                   |
|    61754 |  151.68805 |  -6.36779 | 0.061 | 246.84 |  1.31 |    False |   False |  SPLUS-n06s02 |             |                      |         |                     |                    |                 |          |                   |
| 93162805 |  153.12185 |   2.68214 | 0.006 | 238.73 |  0.14 |    False |   False |  SPLUS-n03n03 |             |                      |         | ACT-CL J1012.5+0239 |                    |                 |          |                   |
|    57263 |  153.44499 |  -0.91254 | 0.045 | 242.92 |  3.12 |    False |   False |  SPLUS-n02s03 |       A0957 |           ABELL 0957 |   A0957 |                     | PSZ2 G243.02+42.87 |                 |          |                   |
| 93172809 |  153.45190 |  -0.91429 | 0.046 | 242.93 |  2.28 |    False |   False |  SPLUS-n02s03 |       A0957 |           ABELL 0957 |   A0957 |                     | PSZ2 G243.02+42.87 |                 |          |                   |
|    66215 |  154.14847 | -10.62652 | 0.059 | 252.83 |  3.32 |    False |   False |  SPLUS-n09s04 |             |                      |         |                     |                    |                 |          |                   |
|    66214 |  154.33512 | -10.68245 | 0.060 | 253.04 |  6.08 |    False |    True |  SPLUS-n09s04 |       A0970 |           ABELL 0970 |   A0970 |                     | PSZ2 G253.04+36.83 |                 |          |                   |
|    61873 |  155.00027 |  -7.88964 | 0.053 | 251.15 |  1.67 |    False |   False |  SPLUS-n07s04 |             |           ABELL 0979 |         |                     |                    |                 |          |                   |
| 93172804 |  155.11964 |  -2.62678 | 0.064 | 246.19 |  2.25 |    False |   False |  SPLUS-n03s04 |             |                      |         |                     |                    |                 |          |                   |
|    61853 |  155.12434 |  -6.52065 | 0.054 | 250.00 |  2.44 |    False |   False |  SPLUS-n06s05 |             |           ABELL 0978 |         |                     |                    |                 |          |                   |
|    57284 |  155.13706 |  -2.46410 | 0.063 | 246.04 |  2.27 |    False |   False |  SPLUS-n03s04 |             |                      |         |                     |                    |                 |          |                   |
|    61823 |  155.15424 |  -4.56865 | 0.042 | 248.16 |  0.90 |    False |   False |  SPLUS-n04s04 |             |                      |         |                     |                    |                 |          |                   |
|    61827 |  155.45397 |  -4.88726 | 0.054 | 248.74 |  1.31 |    False |   False |  SPLUS-n05s05 |             |           ABELL 0993 |         |                     |                    |                 |          |                   |
|    78656 |  156.30867 | -26.59525 | 0.052 | 266.67 |  1.42 |    False |   False |    HYDRA_0034 |             |                      |         |                     |                    |                 |          |                   |
|    61803 |  156.77106 |  -3.31906 | 0.032 | 248.43 |  0.94 |    False |   False |  SPLUS-n03s05 |             |                      |         |                     |                    |                 |          |                   |
|    61798 |  157.52880 |  -3.14367 | 0.038 | 248.98 |  1.16 |    False |   False |  SPLUS-n03s06 |             |                      |         |                     |                    |                 |          |                   |
| 93222625 |  159.19658 | -27.51791 | 0.014 | 269.61 |  2.52 |     True |   False |    HYDRA_0045 |       Hydra |        Hydra Cluster |         |                     |                    |                 |    A1060 |                   |
|    66256 |  159.93188 |  -8.68339 | 0.065 | 256.59 |  3.74 |    False |   False |  SPLUS-n07s08 |       A1069 |           ABELL 1069 |   A1069 |                     | PSZ2 G256.67+42.05 |                 |          |                   |
| 93192905 |  161.06120 |  -8.84413 | 0.029 | 257.88 |  0.49 |    False |   False |  SPLUS-n08s08 |             |                      |         |                     |                    |                 |          |                   |
|    66274 |  162.05665 |  -9.98217 | 0.053 | 259.89 |  1.55 |    False |   False |  SPLUS-n08s09 |             |                      |         |                     |                    |                 |          |                   |
|    57380 |  164.60129 |   1.59550 | 0.039 | 251.45 |  1.56 |    False |   False |  SPLUS-n02n11 |             |           ABELL 1139 |         |                     |                    |                 |          |                   |
| 93173009 |  164.65051 |   1.60502 | 0.040 | 251.50 |  1.14 |    False |   False |  SPLUS-n02n11 |             |                      |         |                     |                    |                 |          |                   |
|    74717 |  166.37774 | -21.09375 | 0.064 | 272.25 |  2.71 |    False |   False |  SPLUS-n17s12 |             |                      |         |                     |                    |                 |          |                   |
| 93193015 |  166.44223 |  -9.96320 | 0.028 | 264.70 |  0.44 |    False |   False |  SPLUS-n08s12 |             |                      |         |                     |                    |                 |          |                   |
|    74741 |  166.83642 | -22.99425 | 0.062 | 273.81 |  3.23 |    False |   False |  SPLUS-n18s12 |             |          ABELL S0651 |         |                     |                    |                 |          |                   |
| 93163105 |  170.36667 |   2.84001 | 0.005 | 257.52 |  0.29 |    False |    True |  SPLUS-n03n15 |             |                      |         |                     | PSZ2 G257.51+57.54 |                 |          |                   |
|    52808 |  170.40958 |   2.84169 | 0.049 | 257.58 |  2.65 |    False |   False |  SPLUS-n03n15 |             |                      |         |                     | PSZ2 G257.51+57.54 |                 |          |                   |
| 93183111 |  170.69251 |  -7.72019 | 0.026 | 268.13 |  0.40 |    False |   False |  SPLUS-n07s16 |             |                      |         |                     |                    |                 |          |                   |
| 93232703 |  171.29944 | -35.38805 | 0.035 | 283.75 |  0.92 |    False |   False |               |             |          ABELL S0665 |         |                     |                    |                 |          |                   |
| 93193215 |  174.75591 |  -9.32429 | 0.021 | 274.73 |  0.33 |    False |   False |  SPLUS-n08s18 |             |                      |         |                     |                    |                 |          |                   |
|    82540 |  176.32998 | -34.42533 | 0.069 | 287.73 |  5.18 |    False |    True |               |       A3490 |           ABELL 3490 |   A3490 |                     | PSZ2 G287.72+26.46 |                 |          |                   |
| 93232809 |  179.20102 | -32.24817 | 0.029 | 289.70 |  1.14 |    False |   False |               |             |           ABELL 3494 |         |                     |                    |                 |          |                   |
| 93173203 |  179.49561 |  -2.26903 | 0.021 | 277.17 |  0.42 |    False |   False |  SPLUS-n03s22 |             |                      |         |                     |                    |                 |          |                   |
