|                name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS | CHANCES |                   Abell | CODEX |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT | WINGS |  m200 | c200 | r200 |  d200 |
| ACT-CL J0407.5-2657 |  61.89983 | -26.95937 | 0.216 | 224.44 |  5.15 |    False |    True |               |         |              ABELL 3218 | 77331 |                    |                 |          |                   |       |  7.42 | 4.07 | 1.77 |  8.18 |
| ACT-CL J0408.6-4936 |  62.17036 | -49.60745 | 0.304 | 257.57 |  3.27 |    False |   False |  SPLUS-s38s31 |         |                         |       |                    |                 |          |                   |       |  4.72 | 4.05 | 1.48 |  5.30 |
| ACT-CL J0410.0-3008 |  62.52494 | -30.14180 | 0.420 | 229.14 |  3.80 |    False |   False |  SPLUS-s24s41 |         |                         |       |                    |                 |          |                   |       |  5.45 | 4.10 | 1.48 |  4.33 |
| ACT-CL J0411.2-4819 |  62.81423 | -48.32089 | 0.424 | 255.63 |  8.16 |    False |    True |  SPLUS-s37s32 |         |                         | 91718 | PSZ2 G255.60-46.18 |                 |          |                   |       | 11.58 | 4.41 | 1.90 |  5.52 |
| ACT-CL J0411.7-0010 |  62.93187 |  -0.17464 | 0.387 | 192.22 |  5.78 |    False |    True |               |         |                         | 55892 |                    |                 |          |                   |       |  8.28 | 4.21 | 1.72 |  5.29 |
| ACT-CL J0412.0-5743 |  63.01928 | -57.73012 | 0.327 | 268.44 |  2.86 |    False |   False |  SPLUS-s45s26 |         |                         |       | PSZ2 G268.34-43.64 |                 |          |                   |       |  4.12 | 4.05 | 1.40 |  4.78 |
| ACT-CL J0414.2-4612 |  63.55419 | -46.20003 | 0.189 | 252.49 |  3.30 |    False |   False |  SPLUS-s36s33 |         |              ABELL 3236 |       |                    |                 |          |                   |       |  4.75 | 4.05 | 1.54 |  7.88 |
| ACT-CL J0415.9-1132 |  63.99086 | -11.54982 | 0.285 | 205.30 |  5.14 |    False |   False |               |         |              ABELL 0483 | 64987 |                    |                 |          |                   |       |  7.39 | 4.10 | 1.73 |  6.48 |
| ACT-CL J0416.1-2404 |  64.03807 | -24.07134 | 0.396 | 221.09 | 10.52 |    False |    True |               |         |                         |       | PSZ2 G221.06-44.05 |                 |          |                   |       | 14.83 | 4.54 | 2.09 |  6.31 |
| ACT-CL J0417.3-2847 |  64.34995 | -28.79369 | 0.389 | 227.63 |  3.57 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.14 | 4.08 | 1.47 |  4.49 |
| ACT-CL J0417.5-1154 |  64.39406 | -11.90107 | 0.443 | 205.94 | 15.77 |     True |   False |               |         |                         | 64990 | PSZ2 G205.93-39.46 |                 |          | MCXC J0417.5-1154 |       | 21.81 | 5.03 | 2.33 |  6.59 |
| ACT-CL J0417.6-3857 |  64.40275 | -38.95555 | 0.167 | 242.04 |  2.97 |    False |   False |  SPLUS-s30s38 |         |              ABELL 3239 |       |                    |                 |          |                   |       |  4.27 | 4.06 | 1.50 |  8.48 |
| ACT-CL J0418.1-2739 |  64.53603 | -27.65272 | 0.218 | 226.10 |  3.41 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.91 | 4.04 | 1.55 |  7.07 |
| ACT-CL J0420.1-3837 |  65.03492 | -38.62581 | 0.350 | 241.58 |  3.50 |    False |   False |  SPLUS-s30s39 |         |                         |       |                    |                 |          |                   |       |  5.05 | 4.06 | 1.48 |  4.85 |
| ACT-CL J0420.4-2613 |  65.12083 | -26.22500 | 0.341 | 224.32 |  3.31 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.76 | 4.05 | 1.46 |  4.86 |
| ACT-CL J0421.0-5246 |  65.25709 | -52.77725 | 0.293 | 261.36 |  3.24 |    False |   False |  SPLUS-s41s30 |         |                         |       |                    |                 |          |                   |       |  4.67 | 4.05 | 1.48 |  5.44 |
| ACT-CL J0421.3-2022 |  65.34230 | -20.37879 | 0.389 | 216.75 |  6.21 |    False |    True |               |         |             ABELL S0443 | 73302 | PSZ2 G216.76-41.84 |                 |          |                   |       |  8.87 | 4.24 | 1.76 |  5.39 |
| ACT-CL J0422.0-1512 |  65.51674 | -15.20830 | 0.316 | 210.44 |  4.53 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.51 | 4.09 | 1.64 |  5.73 |
| ACT-CL J0422.9-0621 |  65.72909 |  -6.35238 | 0.438 | 200.47 |  4.19 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.02 | 4.14 | 1.52 |  4.33 |
| ACT-CL J0424.0-4406 |  66.00394 | -44.11051 | 0.381 | 249.30 |  4.63 |    False |   False |  SPLUS-s34s36 |         |                         |       |                    |                 |          |                   |       |  6.65 | 4.13 | 1.61 |  4.98 |
| ACT-CL J0425.5-0046 |  66.37900 |  -0.77306 | 0.224 | 195.07 |  4.80 |    False |   False |               |         |                         | 55897 |                    |                 |          |                   |       |  6.92 | 4.06 | 1.73 |  7.74 |
| ACT-CL J0425.5-3742 |  66.38479 | -37.71422 | 0.322 | 240.35 |  6.19 |    False |    True |  SPLUS-s29s40 |         |             ABELL S0451 | 84800 |                    |                 |          |                   |       |  8.86 | 4.18 | 1.81 |  6.26 |
| ACT-CL J0426.5-3406 |  66.64504 | -34.10719 | 0.450 | 235.38 |  4.23 |    False |   False |  SPLUS-s26s42 |         |                         |       |                    |                 |          |                   |       |  6.07 | 4.15 | 1.52 |  4.26 |
| ACT-CL J0427.4-2441 |  66.87246 | -24.69409 | 0.409 | 222.84 |  3.64 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.25 | 4.09 | 1.47 |  4.35 |
| ACT-CL J0428.1+0121 |  67.04847 |   1.35159 | 0.387 | 193.39 |  7.29 |    False |    True |               |         |                         | 55872 |                    |                 |          |                   |       | 10.37 | 4.30 | 1.86 |  5.70 |
| ACT-CL J0429.1-4355 |  67.29653 | -43.92707 | 0.389 | 248.98 |  3.17 |    False |   False |  SPLUS-s34s37 |         |                         |       |                    |                 |          |                   |       |  4.57 | 4.06 | 1.41 |  4.32 |
| ACT-CL J0429.6-0253 |  67.40563 |  -2.88401 | 0.399 | 197.84 |  3.87 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.57 | 4.10 | 1.50 |  4.53 |
| ACT-CL J0429.8-3928 |  67.46766 | -39.46890 | 0.349 | 242.83 |  4.16 |    False |   False |  SPLUS-s30s40 |         |                         |       |                    |                 |          |                   |       |  5.99 | 4.09 | 1.57 |  5.15 |
| ACT-CL J0429.8-3051 |  67.46778 | -30.85569 | 0.225 | 231.11 |  2.84 |    False |   False |  SPLUS-s24s44 |         |                         | 77483 |                    |                 |          |                   |       |  4.10 | 4.05 | 1.45 |  6.48 |
| ACT-CL J0431.6-0539 |  67.90561 |  -5.66383 | 0.366 | 201.01 |  3.70 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.33 | 4.08 | 1.50 |  4.77 |
| ACT-CL J0433.4-2227 |  68.36106 | -22.45563 | 0.378 | 220.51 |  3.56 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.12 | 4.07 | 1.47 |  4.59 |
| ACT-CL J0433.5-4942 |  68.37911 | -49.71667 | 0.397 | 256.78 |  2.75 |    False |   False |  SPLUS-s38s34 |         |                         |       |                    |                 |          |                   |       |  3.97 | 4.05 | 1.34 |  4.06 |
| ACT-CL J0433.5-2905 |  68.39583 | -29.10000 | 0.410 | 228.99 |  3.43 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.94 | 4.08 | 1.44 |  4.26 |
| ACT-CL J0435.0-0209 |  68.75002 |  -2.15837 | 0.408 | 197.91 |  4.03 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.78 | 4.11 | 1.52 |  4.51 |
| ACT-CL J0436.9-2434 |  69.23143 | -24.57368 | 0.270 | 223.44 |  3.22 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.63 | 4.05 | 1.49 |  5.81 |
| ACT-CL J0437.1+0043 |  69.28963 |   0.73311 | 0.294 | 195.38 |  7.71 |    False |    True |               |         |                         | 55947 | PSZ2 G195.39-29.08 |                 |          |                   |       | 11.01 | 4.23 | 1.97 |  7.23 |
| ACT-CL J0437.3-4554 |  69.33328 | -45.90833 | 0.146 | 251.59 |  2.89 |    False |   False |  SPLUS-s35s37 |         |                         |       |                    |                 |          |                   |       |  4.17 | 4.07 | 1.50 |  9.47 |
| ACT-CL J0438.0-3110 |  69.50266 | -31.17773 | 0.337 | 231.94 |  3.26 |    False |   False |  SPLUS-s24s45 |         |                         |       |                    |                 |          |                   |       |  4.70 | 4.05 | 1.45 |  4.87 |
| ACT-CL J0438.2-5419 |  69.57213 | -54.32574 | 0.421 | 262.74 | 10.65 |    False |    True |  SPLUS-s42s31 |         |                         |       | PSZ2 G262.73-40.92 |                 |          |                   |       | 14.97 | 4.59 | 2.07 |  6.04 |
| ACT-CL J0439.2-4600 |  69.80796 | -46.01649 | 0.321 | 251.71 |  5.30 |    False |    True |  SPLUS-s36s37 |         |                         |       |                    |                 |          |                   |       |  7.61 | 4.13 | 1.72 |  5.96 |
| ACT-CL J0439.7-5330 |  69.92713 | -53.50109 | 0.426 | 261.62 |  3.39 |    False |   False |  SPLUS-s41s32 |         |                         |       |                    |                 |          |                   |       |  4.88 | 4.08 | 1.42 |  4.12 |
| ACT-CL J0440.9-4658 |  70.22525 | -46.96797 | 0.316 | 252.96 |  4.53 |    False |   False |  SPLUS-s36s37 |         |                         |       | PSZ2 G252.95-41.35 |                 |          |                   |       |  6.52 | 4.09 | 1.64 |  5.73 |
| ACT-CL J0440.9-4743 |  70.23778 | -47.73230 | 0.310 | 253.98 |  4.93 |    False |   False |  SPLUS-s37s36 |         |                         |       |                    |                 |          |                   |       |  7.09 | 4.11 | 1.69 |  5.97 |
| ACT-CL J0443.1+0210 |  70.79748 |   2.17089 | 0.190 | 194.91 |  3.88 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.59 | 4.04 | 1.63 |  8.30 |
| ACT-CL J0443.9-2441 |  70.99058 | -24.69875 | 0.273 | 224.16 |  3.69 |    False |   False |               |         |              ABELL 3286 | 73351 |                    |                 |          |                   |       |  5.31 | 4.05 | 1.55 |  6.01 |
| ACT-CL J0445.1-4230 |  71.27548 | -42.50328 | 0.415 | 247.03 |  4.28 |    False |   False |  SPLUS-s33s40 |         |                         |       |                    |                 |          |                   |       |  6.15 | 4.13 | 1.54 |  4.54 |
| ACT-CL J0447.3-5055 |  71.84429 | -50.91675 | 0.387 | 258.06 |  3.46 |    False |   False |  SPLUS-s39s35 |         |                         |       |                    |                 |          |                   |       |  4.99 | 4.07 | 1.46 |  4.47 |
| ACT-CL J0447.5-5143 |  71.87688 | -51.72642 | 0.402 | 259.11 |  2.83 |    False |   False |  SPLUS-s40s34 |         |                         |       |                    |                 |          |                   |       |  4.08 | 4.05 | 1.35 |  4.06 |
| ACT-CL J0449.9-4440 |  72.48802 | -44.67424 | 0.155 | 249.90 |  4.27 |    False |    True |  SPLUS-s34s40 |         |              ABELL 3292 | 88534 | PSZ2 G249.91-39.86 |                 |          | MCXC J0449.9-4440 |       |  6.15 | 4.04 | 1.70 | 10.22 |
| ACT-CL J0450.3-0256 |  72.58979 |  -2.94512 | 0.220 | 200.90 |  3.83 |    False |   False |               |         |                         |       | PSZ2 G200.95-28.16 |                 |          |  PLCK G200.9-28.2 |       |  5.51 | 4.04 | 1.60 |  7.29 |
| ACT-CL J0450.5-0714 |  72.64598 |  -7.23752 | 0.428 | 205.26 |  4.98 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  7.12 | 4.18 | 1.61 |  4.66 |
| ACT-CL J0451.1-0917 |  72.78337 |  -9.29167 | 0.346 | 207.46 |  3.96 |    False |   False |               |         |                         | 65034 |                    |                 |          |                   |       |  5.71 | 4.08 | 1.55 |  5.09 |
| ACT-CL J0451.2-0818 |  72.80977 |  -8.30974 | 0.255 | 206.45 |  3.23 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.65 | 4.04 | 1.50 |  6.10 |
| ACT-CL J0451.9+0006 |  72.98716 |   0.10355 | 0.434 | 198.16 |  6.39 |    False |    True |               |         |                         | 55954 |                    |                 |          |                   |       |  9.10 | 4.29 | 1.75 |  5.00 |
| ACT-CL J0451.9-1856 |  72.99915 | -18.94070 | 0.352 | 218.10 |  4.21 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.05 | 4.09 | 1.57 |  5.13 |
| ACT-CL J0452.0-4805 |  73.01144 | -48.09997 | 0.413 | 254.34 |  3.13 |    False |   False |  SPLUS-s37s38 |         |                         |       |                    |                 |          |                   |       |  4.51 | 4.06 | 1.39 |  4.11 |
| ACT-CL J0454.1-1013 |  73.53731 | -10.22287 | 0.253 | 208.81 |  6.61 |    False |    True |               |         |              ABELL 0521 | 65130 | PSZ2 G208.80-30.67 |                 |          | MCXC J0454.1-1014 |       |  9.50 | 4.15 | 1.90 |  7.77 |
| ACT-CL J0454.1+0255 |  73.54301 |   2.92015 | 0.199 | 195.81 |  9.04 |    False |    True |               |         |              ABELL 0520 | 51504 | PSZ2 G195.75-24.32 |                 |          |                   |       | 12.95 | 4.20 | 2.15 | 10.55 |
| ACT-CL J0455.9-4158 |  73.99587 | -41.98333 | 0.295 | 246.48 |  3.08 |    False |   False |  SPLUS-s32s42 |         |                         |       |                    |                 |          |                   |       |  4.44 | 4.05 | 1.45 |  5.32 |
| ACT-CL J0456.0-0135 |  74.01255 |  -1.58753 | 0.244 | 200.36 |  3.64 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.25 | 4.05 | 1.56 |  6.57 |
| ACT-CL J0456.5-3715 |  74.12777 | -37.25560 | 0.238 | 240.50 |  2.95 |    False |   False |  SPLUS-s29s45 |         |                         |       |                    |                 |          |                   |       |  4.25 | 4.05 | 1.46 |  6.26 |
| ACT-CL J0456.5-3416 |  74.13335 | -34.27499 | 0.243 | 236.77 |  3.41 |    False |   False |  SPLUS-s27s46 |         |                         |       | PSZ2 G236.68-37.71 |                 |          |                   |       |  4.91 | 4.04 | 1.53 |  6.46 |
| ACT-CL J0456.7-3836 |  74.17677 | -38.60504 | 0.397 | 242.20 |  4.58 |    False |   False |  SPLUS-s30s44 |         |                         |       |                    |                 |          |                   |       |  6.58 | 4.14 | 1.59 |  4.81 |
| ACT-CL J0457.3-3138 |  74.34576 | -31.64167 | 0.135 | 233.56 |  3.14 |    False |   False |  SPLUS-s25s48 |         |                         |       |                    |                 |          |                   |       |  4.52 | 4.06 | 1.55 | 10.46 |
| ACT-CL J0500.8-4549 |  75.21318 | -45.83211 | 0.242 | 251.43 |  3.19 |    False |   False |  SPLUS-s35s40 |         |                         |       |                    |                 |          |                   |       |  4.59 | 4.04 | 1.50 |  6.32 |
| ACT-CL J0500.9-5116 |  75.23796 | -51.26948 | 0.151 | 258.32 |  2.48 |    False |   False |               |         |              ABELL 3303 | 91836 |                    |                 |          |                   |       |  3.56 | 4.09 | 1.42 |  8.73 |
| ACT-CL J0501.4+0110 |  75.36250 |   1.17500 | 0.116 | 198.47 |  2.95 |    False |    True |               |         |                         | 56036 | PSZ2 G198.47-23.69 |                 |          |                   |       |  4.26 | 4.07 | 1.53 | 11.69 |
| ACT-CL J0503.9-4929 |  75.99170 | -49.48465 | 0.200 | 256.05 |  3.04 |    False |   False |               |         |              ABELL 3311 | 91907 |                    |                 |          |                   |       |  4.38 | 4.05 | 1.50 |  7.32 |
| ACT-CL J0504.5-2624 |  76.13665 | -26.41061 | 0.286 | 227.79 |  4.05 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.83 | 4.06 | 1.60 |  5.99 |
| ACT-CL J0505.1-3219 |  76.28046 | -32.32715 | 0.144 | 234.81 |  3.05 |    False |   False |               |         |              ABELL 3313 | 81372 |                    |                 |          |                   |       |  4.39 | 4.06 | 1.53 |  9.77 |
| ACT-CL J0506.1-2551 |  76.54308 | -25.86529 | 0.388 | 227.28 |  3.34 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.82 | 4.07 | 1.44 |  4.41 |
| ACT-CL J0506.9+0256 |  76.73330 |   2.93753 | 0.147 | 197.58 |  3.36 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.84 | 4.05 | 1.58 |  9.87 |
| ACT-CL J0508.9-2710 |  77.23333 | -27.17086 | 0.287 | 228.99 |  2.88 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.14 | 4.05 | 1.42 |  5.32 |
| ACT-CL J0510.3-4519 |  77.57668 | -45.32373 | 0.200 | 250.89 |  5.59 |    False |    True |               |         |              ABELL 3322 | 88650 | PSZ2 G250.89-36.24 |                 |          | MCXC J0510.2-4519 |       |  8.05 | 4.08 | 1.83 |  8.97 |
| ACT-CL J0510.7-0801 |  77.69697 |  -8.02483 | 0.220 | 208.61 |  9.10 |    False |    True |               |         |                         | 60710 | PSZ2 G208.60-26.00 |                 |          | MCXC J0510.7-0801 |       | 13.01 | 4.22 | 2.14 |  9.72 |
| ACT-CL J0512.9-3847 |  78.24088 | -38.79444 | 0.326 | 242.96 |  5.32 |    False |    True |               |         |                         | 84983 |                    |                 |          |                   |       |  7.64 | 4.13 | 1.72 |  5.89 |
| ACT-CL J0514.5-4448 |  78.64599 | -44.81250 | 0.128 | 250.33 |  3.50 |    False |    True |               |         |              ABELL 3329 |       |                    |                 |          |                   |       |  5.04 | 4.05 | 1.61 | 11.39 |
| ACT-CL J0516.6-5430 |  79.15076 | -54.51014 | 0.295 | 262.24 |  6.16 |    False |    True |               |         |             ABELL S0520 | 94804 | PSZ2 G262.27-35.38 |                 |          | MCXC J0516.6-5430 |       |  8.83 | 4.16 | 1.83 |  6.69 |
| ACT-CL J0516.9-4937 |  79.22925 | -49.62917 | 0.249 | 256.26 |  2.86 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.12 | 4.05 | 1.44 |  5.96 |
| ACT-CL J0516.9-2237 |  79.24679 | -22.61867 | 0.302 | 224.54 |  4.17 |    False |   False |               |         |             ABELL S0519 | 73520 | PSZ2 G224.53-30.27 |                 |          |                   |       |  6.01 | 4.07 | 1.60 |  5.78 |
| ACT-CL J0517.4-5325 |  79.35265 | -53.42219 | 0.339 | 260.90 |  3.37 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.86 | 4.06 | 1.47 |  4.91 |
| ACT-CL J0520.4-2625 |  80.11091 | -26.42302 | 0.276 | 229.02 |  4.66 |    False |   False |               |         |             ABELL S0523 | 77611 |                    |                 |          |                   |       |  6.71 | 4.08 | 1.68 |  6.45 |
| ACT-CL J0520.4-2757 |  80.11390 | -27.95065 | 0.315 | 230.72 |  3.73 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.38 | 4.06 | 1.54 |  5.39 |
| ACT-CL J0520.5-4758 |  80.13756 | -47.98333 | 0.317 | 254.28 |  3.06 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.41 | 4.05 | 1.44 |  5.02 |
| ACT-CL J0520.7-1328 |  80.17531 | -13.47748 | 0.336 | 215.26 |  8.24 |    False |    True |               |         |                         | 65279 | PSZ2 G215.24-26.10 |                 |          | PSZ1 G215.29-26.0 |       | 11.73 | 4.31 | 1.97 |  6.63 |
| ACT-CL J0521.3-3917 |  80.34012 | -39.29345 | 0.429 | 243.87 |  4.88 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.98 | 4.18 | 1.60 |  4.62 |
| ACT-CL J0521.4-2754 |  80.35575 | -27.91412 | 0.317 | 230.75 |  3.41 |    False |   False |               |         |                         | 77637 |                    |                 |          |                   |       |  4.91 | 4.05 | 1.49 |  5.19 |
| ACT-CL J0521.5-5656 |  80.39172 | -56.94582 | 0.312 | 265.18 |  2.92 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.21 | 4.05 | 1.42 |  5.00 |
| ACT-CL J0522.2-4818 |  80.56971 | -48.30912 | 0.296 | 254.70 |  3.18 |    False |   False |               |         |              ABELL 3338 |       | PSZ2 G254.66-34.45 |                 |          |                   |       |  4.58 | 4.05 | 1.47 |  5.36 |
| ACT-CL J0522.8-4611 |  80.72080 | -46.19497 | 0.388 | 252.15 |  3.84 |    False |   False |               |         |             ABELL S0526 |       |                    |                 |          |                   |       |  5.53 | 4.09 | 1.51 |  4.61 |
| ACT-CL J0523.3-3929 |  80.82919 | -39.48739 | 0.427 | 244.17 |  3.43 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.95 | 4.08 | 1.43 |  4.13 |
| ACT-CL J0524.8-5814 |  81.20182 | -58.23699 | 0.285 | 266.72 |  2.79 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.02 | 4.05 | 1.41 |  5.29 |
| ACT-CL J0524.8-2703 |  81.21390 | -27.05259 | 0.267 | 230.05 |  3.25 |    False |   False |               |         |              ABELL 3339 |       |                    |                 |          |                   |       |  4.68 | 4.05 | 1.49 |  5.87 |
| ACT-CL J0525.8-4715 |  81.45484 | -47.25405 | 0.191 | 253.48 |  6.82 |    False |    True |               |         |              ABELL 3343 | 88679 | PSZ2 G253.48-33.72 |                 |          | MCXC J0525.8-4715 |       |  9.79 | 4.11 | 1.96 |  9.94 |
| ACT-CL J0525.8-3035 |  81.47369 | -30.58668 | 0.199 | 234.06 |  6.35 |    False |    True |               |         |              ABELL 3342 | 77779 | PSZ2 G234.06-30.74 |                 |          |                   |       |  9.12 | 4.10 | 1.91 |  9.40 |
| ACT-CL J0528.2-2942 |  82.06074 | -29.71148 | 0.157 | 233.24 |  3.10 |    False |   False |               |         |                         | 77764 | PSZ2 G233.25-30.01 |                 |          |                   |       |  4.47 | 4.06 | 1.53 |  9.09 |
| ACT-CL J0528.8-3927 |  82.21651 | -39.46272 | 0.284 | 244.36 |  8.98 |    False |    True |               |         |                         | 85000 | PSZ2 G244.37-32.15 |                 |          | MCXC J0528.9-3927 |       | 12.79 | 4.29 | 2.07 |  7.81 |
| ACT-CL J0529.7-3145 |  82.43996 | -31.76047 | 0.347 | 235.62 |  5.79 |    False |    True |               |         |                         | 81442 |                    |                 |          |                   |       |  8.29 | 4.17 | 1.75 |  5.76 |
| ACT-CL J0530.6-2227 |  82.65053 | -22.45294 | 0.172 | 225.56 |  6.09 |    False |    True |               |         |              ABELL 0543 | 73516 | PSZ2 G225.56-27.27 |                 |          |                   |       |  8.78 | 4.08 | 1.91 | 10.52 |
| ACT-CL J0532.9-3701 |  83.23279 | -37.02599 | 0.275 | 241.75 | 10.49 |     True |   False |               |         |                         | 84952 | PSZ2 G241.76-30.88 |                 |          |                   |       | 14.90 | 4.36 | 2.19 |  8.44 |
| ACT-CL J0533.9-3217 |  83.48324 | -32.29588 | 0.352 | 236.49 |  3.08 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.44 | 4.05 | 1.42 |  4.63 |
| ACT-CL J0536.1-3946 |  84.04686 | -39.77500 | 0.266 | 245.03 |  3.84 |    False |   False |               |         |             ABELL S0539 | 85124 |                    |                 |          |                   |       |  5.54 | 4.05 | 1.58 |  6.23 |
| ACT-CL J0537.1-3034 |  84.28161 | -30.57169 | 0.309 | 234.80 |  3.28 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.72 | 4.05 | 1.47 |  5.24 |
| ACT-CL J0538.2-2038 |  84.55929 | -20.63491 | 0.091 | 224.36 |  3.02 |    False |    True |               |         |              ABELL 3358 | 73591 | PSZ2 G224.38-24.95 |                 |          |                   |       |  4.35 | 4.08 | 1.55 | 14.68 |
| ACT-CL J0540.1-5617 |  85.04594 | -56.29926 | 0.447 | 264.39 |  3.54 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.09 | 4.10 | 1.43 |  4.03 |
| ACT-CL J0542.9-3559 |  85.73257 | -35.99730 | 0.408 | 241.12 |  7.12 |    False |    True |               |         |                         | 81661 | PSZ2 G241.11-28.68 |                 |          |                   |       | 10.13 | 4.32 | 1.83 |  5.44 |
| ACT-CL J0543.4-4430 |  85.86391 | -44.50931 | 0.166 | 250.72 |  2.93 |    False |   False |               |         |                         | 88745 |                    |                 |          | MCXC J0543.4-4430 |       |  4.22 | 4.06 | 1.50 |  8.48 |
| ACT-CL J0544.4-5750 |  86.12262 | -57.83814 | 0.407 | 266.22 |  2.93 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.22 | 4.06 | 1.37 |  4.07 |
| ACT-CL J0545.5-3237 |  86.38333 | -32.62668 | 0.418 | 237.60 |  3.76 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.40 | 4.10 | 1.48 |  4.33 |
| ACT-CL J0546.9-3904 |  86.74995 | -39.07264 | 0.314 | 244.75 |  3.34 |    False |   False |               |         |                         |       | PSZ2 G244.74-28.59 |                 |          |                   |       |  4.81 | 4.05 | 1.48 |  5.20 |
| ACT-CL J0547.6-3152 |  86.91024 | -31.87595 | 0.148 | 236.94 |  6.00 |    False |    True |               |         |              ABELL 3364 | 81557 | PSZ2 G236.92-26.65 |                 |          |                   |       |  8.64 | 4.06 | 1.91 | 11.91 |
| ACT-CL J0549.5-2110 |  87.37918 | -21.17075 | 0.371 | 225.96 |  3.43 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.94 | 4.07 | 1.46 |  4.60 |
| ACT-CL J0549.5-5135 |  87.38745 | -51.59167 | 0.328 | 259.02 |  2.75 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  3.96 | 4.04 | 1.38 |  4.70 |
| ACT-CL J0550.0-3026 |  87.50433 | -30.44170 | 0.282 | 235.58 |  2.98 |    False |   False |               |         |                         | 77891 |                    |                 |          |                   |       |  4.29 | 4.05 | 1.44 |  5.46 |
| ACT-CL J0551.5-4339 |  87.88530 | -43.65959 | 0.346 | 250.06 |  4.28 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.15 | 4.09 | 1.59 |  5.22 |
| ACT-CL J0551.6-5709 |  87.90545 | -57.15319 | 0.423 | 265.47 |  4.89 |    False |   False |               |         |             ABELL S0552 | 94980 | PSZ2 G265.49-30.50 |                 |          |                   |       |  7.01 | 4.17 | 1.61 |  4.68 |
| ACT-CL J0551.7-5644 |  87.93683 | -56.74100 | 0.207 | 264.99 |  2.98 |    False |   False |               |         |                         | 94972 |                    |                 |          |                   |       |  4.29 | 4.05 | 1.48 |  7.06 |
| ACT-CL J0552.2-3954 |  88.05833 | -39.90414 | 0.352 | 245.93 |  3.21 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.62 | 4.05 | 1.44 |  4.68 |
| ACT-CL J0552.6-4008 |  88.16252 | -40.14167 | 0.365 | 246.21 |  3.14 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.53 | 4.05 | 1.42 |  4.52 |
| ACT-CL J0552.9-2103 |  88.23643 | -21.06312 | 0.099 | 226.17 |  4.32 |    False |    True |               |         |              ABELL 0550 | 73599 | PSZ2 G226.16-21.95 |                 |          |                   |       |  6.22 | 4.03 | 1.74 | 15.38 |
| ACT-CL J0553.4-3342 |  88.35367 | -33.71067 | 0.412 | 239.28 | 15.40 |     True |   False |               |         |                         | 81601 | PSZ2 G239.27-26.01 |                 |          |                   |       | 21.37 | 4.93 | 2.34 |  6.92 |
| ACT-CL J0554.7-2556 |  88.69067 | -25.94273 | 0.277 | 231.27 |  3.24 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.66 | 4.05 | 1.49 |  5.70 |
| ACT-CL J0555.3-2638 |  88.82834 | -26.63496 | 0.285 | 232.02 |  3.47 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.99 | 4.05 | 1.52 |  5.70 |
