|     name |         Cluster Name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass | r200 |   d200 | N_SPLUS | f_SPLUS |        S-PLUS |     CHANCES |                Abell |   WINGS |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
|    55320 |                A0168 |   18.77653 |   0.34097 | 0.045 | 135.59 |  2.89 |    False |    True | 1.38 |  24.99 |       6 |    11.0 | STRIPE82_0028 |       A0168 |           ABELL 0168 |   A0168 |                     | PSZ2 G135.76-62.03 |                 |          | MCXC J0115.2+0019 |
|    57263 |                A0957 |  153.44499 |  -0.91254 | 0.045 | 242.92 |  3.12 |    False |    True | 1.41 |  25.55 |       8 |    14.0 |    A0957_need |       A0957 |           ABELL 0957 |   A0957 | ACT-CL J1015.2-0105 | PSZ2 G243.02+42.87 |                 |          |                   |
|    55327 |                A0168 |   18.62850 |   0.00887 | 0.045 | 135.42 |  1.62 |    False |    True | 1.13 |  20.47 |       4 |    10.9 | STRIPE82_0028 |       A0168 |           ABELL 0168 |         |                     | PSZ2 G135.76-62.03 |                 |          | MCXC J0115.2+0019 |
|    86313 |           ABELL 3553 | -160.75448 | -37.16193 | 0.046 | 308.56 |  1.01 |    False |   False | 0.97 |  17.43 |       0 |     0.0 |               |             |           ABELL 3553 |         |                     |                    |                 |          |                   |
| 93172809 |                A0957 |  153.45190 |  -0.91429 | 0.046 | 242.93 |  2.28 |    False |    True | 1.27 |  22.78 |       8 |    17.7 |    A0957_need |       A0957 |           ABELL 0957 |   A0957 | ACT-CL J1015.2-0105 | PSZ2 G243.02+42.87 |                 |          |                   |
|    75150 |                75150 | -158.19661 | -24.85574 | 0.046 | 313.15 |  3.76 |    False |    True | 1.50 |  26.93 |       7 |    11.1 |  SPLUS-n19s26 |             |                      |         |                     |                    |                 |          |                   |
| 93231303 |          ABELL S0535 |   83.30306 | -36.33081 | 0.046 | 240.97 |  1.30 |    False |    True | 1.05 |  18.85 |       0 |     0.0 |               |             |          ABELL S0535 |         |                     |                    |                 |          |                   |
| 93280911 |             93280911 |   90.62065 | -64.76098 | 0.046 | 274.32 |  0.80 |    False |   False | 0.90 |  15.96 |       3 |    13.5 |        MC0018 |             |                      |         |                     |                    |                 |          |                   |
|    85130 |                A3376 |   90.41714 | -39.99367 | 0.046 | 246.51 |  4.82 |    False |    True | 1.63 |  28.91 |       1 |     1.4 |   A3376_2020B |       A3376 |           ABELL 3376 |         |                     | PSZ2 G246.50-26.09 |                 |    A3376 | MCXC J0601.7-3959 |
|    70798 |                A1644 | -165.67561 | -17.38080 | 0.046 | 304.93 |  8.09 |     True |   False | 1.94 |  34.28 |      15 |    14.6 |      A1644_in |       A1644 |           ABELL 1644 |   A1644 |                     | PSZ2 G304.91+45.43 |           A1644 |    A1644 |                   |
| 93216101 |             93216101 |   -3.86499 | -23.98526 | 0.047 |  40.99 |  0.83 |    False |   False | 0.91 |  16.00 |       3 |    13.4 |  SPLUS-s19s49 |             |                      |         |                     |                    |                 |          |                   |
| 93241301 |                A3376 |   90.37129 | -40.00258 | 0.047 | 246.51 |  3.82 |    False |    True | 1.51 |  26.42 |       1 |     1.6 |   A3376_2020B |       A3376 |           ABELL 3376 |   A3376 |                     | PSZ2 G246.50-26.09 |                 |    A3376 | MCXC J0601.7-3959 |
| 93213501 |             93213501 | -158.04362 | -24.61274 | 0.047 | 313.37 |  1.91 |    False |    True | 1.20 |  20.96 |       6 |    15.6 |  SPLUS-n19s26 |             |                      |         |                     |                    |                 |          |                   |
| 93251340 |          ABELL S0574 |   93.03784 | -44.98723 | 0.048 | 252.42 |  2.19 |    False |    True | 1.25 |  21.64 |       0 |     0.0 |               |             |          ABELL S0574 |         | ACT-CL J0611.9-4451 |                    |                 |          |                   |
| 93212601 |           ABELL 3429 |  149.89817 | -24.95333 | 0.048 | 260.59 |  1.20 |    False |   False | 1.02 |  17.55 |       2 |     7.4 |               |             |           ABELL 3429 |         |                     |                    |                 |          |                   |
| 93203419 |                A1644 | -165.67686 | -17.39920 | 0.048 | 304.92 |  6.29 |    False |    True | 1.78 |  30.44 |      10 |    12.4 |      A1644_in |       A1644 |           ABELL 1644 |   A1644 |                     | PSZ2 G304.91+45.43 |           A1644 |    A1644 |                   |
|    79173 |           ABELL 3577 | -151.70351 | -28.03405 | 0.048 | 319.18 |  3.60 |    False |    True | 1.48 |  25.28 |       0 |     0.0 |               |             |           ABELL 3577 |         |                     |                    |                 |          |                   |
| 93263802 |             93263802 |  -43.80732 | -51.87012 | 0.048 | 346.34 |  2.68 |    False |    True | 1.34 |  22.83 |       6 |    13.2 |  SPLUS-s40s36 |             |                      |         |                     |                    |                 |          |                   |
| 93244601 |          ABELL S0915 |  -44.69494 | -41.17962 | 0.048 |   0.61 |  1.58 |    False |    True | 1.12 |  19.13 |       3 |     9.4 |  SPLUS-s32s43 |             |          ABELL S0915 |         |                     |                    |                 |          |                   |
|    57738 |                57738 | -168.69604 |   1.81996 | 0.048 | 299.30 |  1.62 |    False |    True | 1.13 |  19.25 |       4 |    12.4 |  SPLUS-n02n31 |             |                      |         |                     |                    |                 |          |                   |
|    59097 |              IIZW108 |  -41.51287 |   2.55329 | 0.048 |  53.52 |  4.37 |    False |    True | 1.58 |  26.75 |       2 |     3.2 |               |             |                      | IIZW108 | ACT-CL J2114.7+0232 | PSZ2 G053.55-29.85 |                 |  IIZw108 |                   |
| 93271105 |                A3395 |   96.80732 | -54.49082 | 0.049 | 263.27 |  4.89 |    False |    True | 1.64 |  27.55 |       2 |     3.0 |   A3395_2021B |       A3395 |           ABELL 3395 |   A3395 |                     | PSZ2 G263.19-25.19 |           A3395 |   A3395n | MCXC J0627.2-5428 |
|    79172 |           ABELL 3577 | -151.61388 | -27.88986 | 0.049 | 319.32 |  2.11 |    False |    True | 1.24 |  20.78 |       0 |     0.0 |               |             |           ABELL 3577 |         |                     |                    |                 |          |                   |
|    74556 |           ABELL 3429 |  149.84301 | -24.97870 | 0.049 | 260.57 |  1.39 |    False |    True | 1.08 |  18.08 |       2 |     7.0 |               |             |           ABELL 3429 |         |                     |                    |                 |          |                   |
|    84070 |                A4059 |   -0.74826 | -34.75619 | 0.049 | 356.39 | 11.00 |     True |   False | 2.14 |  35.98 |      18 |    15.9 | A4059_LoVoCCS |       A4059 |           ABELL 4059 |   A4059 | ACT-CL J2357.0-3445 | PSZ2 G356.25-76.07 |           A4059 |    A4059 |                   |
|    52808 |   PSZ2 G257.51+57.54 |  170.40958 |   2.84169 | 0.049 | 257.58 |  2.65 |    False |    True | 1.33 |  22.37 |       6 |    13.7 |  SPLUS-n03n15 |             |                      |         |                     | PSZ2 G257.51+57.54 |                 |          |                   |
|    80579 |                S0041 |    6.37851 | -33.04490 | 0.050 | 344.81 |  4.34 |    False |    True | 1.57 |  26.04 |       9 |    15.2 |    S0041_need |       S0041 |          ABELL S0041 |         |                     | PSZ2 G344.99-81.88 |                 |          |                   |
|    86315 |          ABELL S0721 | -163.50583 | -37.64239 | 0.050 | 306.11 |  3.55 |    False |    True | 1.47 |  24.28 |       0 |     0.0 |               |             |          ABELL S0721 |         |                     |                    |                 |          |                   |
|    80613 |                A2717 |    0.80680 | -35.92607 | 0.050 | 349.32 |  3.87 |    False |    True | 1.51 |  24.85 |      10 |    18.6 |    A2717_need |       A2717 |           ABELL 2717 |   A2717 |                     |                    |                 |          |                   |
|    59809 |                59809 |   13.26181 |  -3.31594 | 0.050 | 123.93 |  1.40 |    False |    True | 1.08 |  17.66 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
| 93244637 |          ABELL S0922 |  -43.25065 | -39.63121 | 0.050 |   2.75 |  1.46 |    False |    True | 1.09 |  17.88 |       4 |    14.3 |  SPLUS-s31s44 |             |          ABELL S0922 |         |                     |                    |                 |          |                   |
|    86349 |          ABELL S0727 | -159.82826 | -41.03295 | 0.051 | 308.85 |  2.95 |    False |    True | 1.38 |  22.56 |       0 |     0.0 |               |             |          ABELL S0727 |         |                     |                    |                 |          |                   |
| 93230112 |                S0041 |    6.37937 | -33.01798 | 0.051 | 344.94 |  2.87 |    False |    True | 1.37 |  22.29 |       7 |    16.2 |    S0041_need |       S0041 |          ABELL S0041 |         | ACT-CL J0023.2-3251 | PSZ2 G344.99-81.88 |                 |          |                   |
|    93844 |          ABELL S0861 |  -55.30464 | -52.70500 | 0.051 | 345.83 |  4.76 |    False |    True | 1.62 |  26.35 |       0 |     0.0 |               |             |          ABELL S0861 |         |                     | PSZ2 G345.82-34.29 |                 |          |                   |
| 93242911 |          ABELL S0721 | -163.37051 | -37.56200 | 0.051 | 306.23 |  3.04 |    False |    True | 1.40 |  22.67 |       0 |     0.0 |               |             |          ABELL S0721 |         |                     |                    |                 |          |                   |
|    95058 |                A3395 |   96.15501 | -54.32505 | 0.051 | 263.00 |  2.23 |    False |    True | 1.26 |  20.43 |       2 |     5.5 |   A3395_2021B |       A3395 |           ABELL 3395 |         |                     | PSZ2 G263.19-25.19 |           A3395 |   A3395s | MCXC J0627.2-5428 |
|    95198 |                95198 |  102.56230 | -55.83064 | 0.051 | 265.55 |  1.31 |    False |   False | 1.05 |  16.99 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    64354 |           ABELL 0157 |   17.82397 | -14.03945 | 0.051 | 143.41 |  1.09 |    False |   False | 0.99 |  15.98 |       0 |     0.0 |               |             |           ABELL 0157 |         |                     |                    |                 |          |                   |
|    93790 |          ABELL S0835 |  -60.36662 | -52.67034 | 0.051 | 345.69 |  1.69 |    False |    True | 1.15 |  18.44 |       0 |     0.0 |               |             |          ABELL S0835 |         |                     |                    |                 |          |                   |
|    88823 |          ABELL S0547 |   86.92422 | -47.40306 | 0.051 | 254.16 |  2.01 |    False |    True | 1.22 |  19.51 |       0 |     0.0 |               |             |          ABELL S0547 |         |                     |                    |                 |          |                   |
|    59810 |                59810 |   13.37699 |  -3.46976 | 0.052 | 124.22 |  2.89 |    False |    True | 1.37 |  21.92 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    96486 |          ABELL S0849 |  -57.73196 | -54.37342 | 0.052 | 343.79 |  3.15 |    False |    True | 1.41 |  22.39 |       0 |     0.0 |               |             |          ABELL S0849 |         |                     |                    |                 |          |                   |
|    86397 |                86397 | -155.62876 | -41.32934 | 0.052 | 312.15 |  2.67 |    False |    True | 1.34 |  21.17 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    78656 |                78656 |  156.30867 | -26.59525 | 0.052 | 266.67 |  1.42 |    False |    True | 1.08 |  17.10 |       4 |    15.7 |    HYDRA_0034 |             |                      |         |                     |                    |                 |          |                   |
| 93271207 |          ABELL S0599 |  103.77351 | -55.64304 | 0.053 | 265.56 |  2.02 |    False |    True | 1.22 |  19.13 |       0 |     0.0 |               |             |          ABELL S0599 |         | ACT-CL J0655.6-5541 |                    |                 |          |                   |
|    63702 |           ABELL 2366 |  -34.32133 |  -6.83267 | 0.053 |  48.42 |  1.23 |    False |   False | 1.03 |  16.24 |       3 |    13.0 |  SPLUS-s06s02 |             |           ABELL 2366 |         |                     |                    |                 |          |                   |
|    61873 |           ABELL 0979 |  155.00027 |  -7.88964 | 0.053 | 251.15 |  1.67 |    False |    True | 1.14 |  17.85 |       4 |    14.4 |  SPLUS-n07s04 |             |           ABELL 0979 |         |                     |                    |                 |          |                   |
|    92012 |           ABELL 3380 |   91.79487 | -49.48532 | 0.053 | 257.12 |  1.86 |    False |    True | 1.18 |  18.48 |       0 |     0.0 |               |             |           ABELL 3380 |         |                     |                    |                 |          | MCXC J0607.0-4928 |
|    66274 |                66274 |  162.05665 |  -9.98217 | 0.053 | 259.89 |  1.55 |    False |    True | 1.11 |  17.39 |       4 |    15.2 |  SPLUS-n08s09 |             |                      |         |                     |                    |                 |          |                   |
|    84901 |                A3301 |   75.37919 | -38.82643 | 0.053 | 242.62 |  1.81 |    False |    True | 1.17 |  18.22 |       3 |    10.4 |    A3301_main |       A3301 |           ABELL 3301 |         |                     | PSZ2 G242.41-37.40 |                 |          |                   |
|    95101 |   PSZ2 G265.21-24.83 |   98.35920 | -56.21471 | 0.053 | 265.33 |  1.58 |    False |    True | 1.12 |  17.40 |       0 |     0.0 |               |             |                      |         |                     | PSZ2 G265.21-24.83 |                 |          | MCXC J0631.3-5610 |
|    68515 |                A0151 |   17.20479 | -15.41234 | 0.053 | 142.83 |  4.10 |    False |    True | 1.54 |  23.85 |       4 |     8.1 |   A0151_SPLUS |       A0151 |           ABELL 0151 |   A0151 |                     | PSZ2 G143.00-77.70 |                 |          |                   |
|    61853 |           ABELL 0978 |  155.12434 |  -6.52065 | 0.054 | 250.00 |  2.44 |    False |    True | 1.30 |  19.95 |       4 |    11.5 |  SPLUS-n06s05 |             |           ABELL 0978 |         |                     |                    |                 |          |                   |
|    58066 |                58066 | -145.55832 |   2.04068 | 0.054 | 346.09 |  1.82 |    False |    True | 1.17 |  18.04 |       4 |    14.1 |  SPLUS-n03n48 |             |                      |         |                     |                    |                 |          |                   |
|    68516 |                A0151 |   17.21825 | -15.63427 | 0.054 | 143.22 |  2.46 |    False |    True | 1.30 |  19.94 |       3 |     8.6 |   A0151_SPLUS |       A0151 |           ABELL 0151 |         |                     | PSZ2 G143.00-77.70 |                 |          |                   |
| 93241110 |                A3301 |   75.14084 | -38.67012 | 0.054 | 242.40 |  2.52 |    False |    True | 1.31 |  19.98 |       3 |     8.6 |    A3301_main |       A3301 |           ABELL 3301 |         |                     | PSZ2 G242.41-37.40 |                 |          |                   |
|    84897 |                A3301 |   75.19086 | -38.68486 | 0.054 | 242.42 |  3.45 |    False |    True | 1.45 |  22.16 |       4 |     9.3 |    A3301_main |       A3301 |           ABELL 3301 |         |                     | PSZ2 G242.41-37.40 |                 |          |                   |
|    61827 |           ABELL 0993 |  155.45397 |  -4.88726 | 0.054 | 248.74 |  1.31 |    False |   False | 1.05 |  16.04 |       3 |    13.4 |  SPLUS-n05s05 |             |           ABELL 0993 |         |                     |                    |                 |          |                   |
|    87943 |          ABELL S0120 |   16.02276 | -42.84223 | 0.054 | 294.45 |  1.71 |    False |    True | 1.15 |  17.49 |       4 |    15.0 |  SPLUS-s33s10 |             |          ABELL S0120 |         | ACT-CL J0103.6-4250 |                    |                 |          |                   |
|    64217 |                A0085 |   10.78993 |  -9.85979 | 0.055 | 116.09 |  1.14 |    False |   False | 1.01 |  15.29 |       1 |     4.9 |   A0085_2021B |       A0085 |           ABELL 0087 |         |                     | PSZ2 G116.24-72.94 |                 |          |                   |
|    68512 |                68512 |   15.05564 | -15.29710 | 0.055 | 133.17 |  2.74 |    False |    True | 1.35 |  20.44 |       2 |     5.5 |               |             |                      |         |                     |                    |                 |          |                   |
|    64216 |                A0085 |   10.49399 |  -9.81745 | 0.055 | 115.14 |  1.13 |    False |   False | 1.00 |  15.12 |       1 |     5.0 |   A0085_2021B |       A0085 |           ABELL 0087 |         |                     | PSZ2 G115.25-72.07 |                 |          |                   |
|    64300 |           ABELL 0117 |   13.96669 |  -9.98395 | 0.055 | 126.63 |  1.63 |    False |    True | 1.13 |  17.07 |       0 |     0.0 |               |             |           ABELL 0117 |         |                     | PSZ2 G126.72-72.82 |                 |          |                   |
| 93273325 |                A3667 |  -56.89264 | -56.79502 | 0.055 | 340.91 | 10.32 |     True |   False | 2.10 |  31.43 |       1 |     1.2 |   A3667_2021B |       A3667 |           ABELL 3667 |   A3667 | ACT-CL J2012.4-5649 | PSZ2 G340.88-33.36 |           A3667 |    A3667 | MCXC J2012.5-5649 |
|    65983 |                A0780 |  139.59930 | -12.38769 | 0.055 | 243.23 |  1.41 |    False |   False | 1.08 |  16.19 |       1 |     4.4 |   A0780_2021B |       A0780 |           ABELL 0780 |         |                     |                    |            A780 |  HYDRA-A |                   |
|    64209 |                A0085 |   10.45228 |  -9.31016 | 0.056 | 115.21 | 21.36 |     True |   False | 2.67 |  39.69 |       1 |     0.7 |   A0085_2021B |       A0085 |           ABELL 0085 |   A0085 | ACT-CL J0041.8-0918 | PSZ2 G115.25-72.07 |             A85 |    A0085 | MCXC J0041.8-0918 |
|    73376 |  ACT-CL J0454.7-2016 |   73.68798 | -20.70638 | 0.056 | 220.38 |  3.49 |    False |    True | 1.46 |  21.69 |       0 |     0.0 |               |             |                      |         | ACT-CL J0454.7-2016 | PSZ2 G219.89-34.39 |                 |          |                   |
| 93192510 |                A0754 |  137.23423 |  -9.65810 | 0.056 | 239.29 | 10.68 |     True |   False | 2.12 |  31.46 |       1 |     1.2 |   A0754_2021B |       A0754 |           ABELL 0754 |   A0754 |                     | PSZ2 G239.29+24.75 |            A754 |    A0754 |                   |
|    99182 |           ABELL 3782 |  -36.35023 | -61.90106 | 0.056 | 331.88 |  1.53 |    False |   False | 1.11 |  16.32 |       0 |     0.0 |               |             |           ABELL 3782 |         |                     |                    |                 |          |                   |
|    93944 |          ABELL S0968 |  -33.63595 | -51.61200 | 0.056 | 344.79 |  2.28 |    False |    True | 1.27 |  18.65 |       4 |    13.2 |  SPLUS-s40s40 |             |          ABELL S0968 |         |                     |                    |                 |          |                   |
|    72640 |                A0133 |   15.67584 | -21.87871 | 0.057 | 149.55 |  9.70 |     True |   False | 2.05 |  30.16 |      12 |    15.1 |  SPLUS-s17s12 |       A0133 |           ABELL 0133 |   A0133 | ACT-CL J0102.7-2153 | PSZ2 G149.63-84.19 |            A133 |    A0133 | MCXC J0102.7-2152 |
|    64684 |           ABELL 0358 |   37.50731 | -13.27455 | 0.057 | 186.81 |  1.79 |    False |    True | 1.17 |  17.11 |       0 |     0.0 |               |             |           ABELL 0358 |         |                     |                    |                 |          |                   |
| 93170203 |   PSZ2 G113.02-64.68 |    8.65106 |  -2.16165 | 0.057 | 113.05 |  3.16 |    False |    True | 1.41 |  20.64 |       1 |     2.7 |               |             |                      |         |                     | PSZ2 G113.02-64.68 | RXCJ0034.6-0208 |          |                   |
|    87774 |          ABELL S1111 |  -10.23329 | -42.09974 | 0.057 | 348.49 |  2.40 |    False |    True | 1.29 |  18.76 |       4 |    13.0 |  SPLUS-s32s62 |             |          ABELL S1111 |         |                     |                    |        ACOS1111 |          |                   |
|    84067 |          ABELL S1157 |   -2.13681 | -34.47595 | 0.057 | 359.52 |  1.89 |    False |    True | 1.19 |  17.21 |       5 |    19.3 |  SPLUS-s27s73 |             |          ABELL S1157 |         |                     |                    |                 |          |                   |
|    63763 |           ABELL 2415 |  -28.58566 |  -5.59461 | 0.058 |  53.97 |  5.65 |    False |    True | 1.71 |  24.75 |       8 |    15.0 |  SPLUS-s05s06 |             |           ABELL 2415 |   A2415 |                     | PSZ2 G053.99-45.06 |           A2415 |          |                   |
|    99149 |          ABELL S0927 |  -40.78840 | -59.49832 | 0.058 | 335.93 |  3.51 |    False |    True | 1.46 |  21.04 |       4 |    10.4 |  SPLUS-s46s31 |             |          ABELL S0927 |         |                     |                    |                 |          |                   |
|    59360 |                59360 |  -22.78201 |  -0.01331 | 0.058 |  65.37 |  5.51 |    False |    True | 1.70 |  24.44 |       8 |    15.4 | STRIPE82_0139 |             |                      |         |                     |                    |                 |          |                   |
| 93283002 |          ABELL S0927 |  -40.69255 | -59.51056 | 0.058 | 335.89 |  2.28 |    False |    True | 1.27 |  18.16 |       3 |    10.4 |  SPLUS-s46s32 |             |          ABELL S0927 |         |                     |                    |                 |          |                   |
|    96490 |                A3651 |  -60.47062 | -55.16389 | 0.058 | 342.78 |  2.53 |    False |    True | 1.31 |  18.78 |       1 |     3.3 |   A3651_2022B |       A3651 |                      |         | ACT-CL J1956.9-5502 |                    |                 |          |                   |
|    59400 |           ABELL 2457 |  -21.07966 |   1.50616 | 0.058 |  68.67 |  5.26 |    False |    True | 1.67 |  23.94 |       3 |     6.0 | STRIPE82_0142 |             |           ABELL 2457 |   A2457 |                     | PSZ2 G068.61-46.60 |                 |          |                   |
|    63788 |                A2399 |  -30.62511 |  -7.83683 | 0.058 |  49.78 |  3.30 |    False |    True | 1.43 |  20.42 |       6 |    16.5 |      A2399_in |       A2399 |           ABELL 2399 |   A2399 |                     |                    |                 |          |                   |
| 93184319 |             93184319 | -121.97194 |  -5.53021 | 0.059 |   3.04 |  2.02 |    False |    True | 1.21 |  17.13 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    66739 |                66739 | -166.07065 | -12.65566 | 0.059 | 304.56 |  2.27 |    False |    True | 1.26 |  17.77 |       4 |    14.5 |  SPLUS-n10s32 |             |                      |         |                     |                    |                 |          |                   |
|    66215 |                A0970 |  154.14847 | -10.62652 | 0.059 | 252.83 |  3.32 |    False |    True | 1.43 |  20.12 |       5 |    14.2 |  SPLUS-n09s04 |       A0970 |           ABELL 0970 |         |                     | PSZ2 G253.04+36.83 |                 |          |                   |
|    66214 |                A0970 |  154.33512 | -10.68245 | 0.060 | 253.04 |  6.08 |    False |    True | 1.75 |  24.55 |       7 |    13.3 |  SPLUS-n09s04 |       A0970 |           ABELL 0970 |   A0970 |                     | PSZ2 G253.04+36.83 |                 |          |                   |
|    93735 |          ABELL S0811 |  -70.45435 | -52.47832 | 0.060 | 344.86 |  2.95 |    False |    True | 1.38 |  19.27 |       0 |     0.0 |               |             |          ABELL S0811 |         |                     |                    |                 |          |                   |
|    77107 |          ABELL S0258 |   36.49013 | -29.56372 | 0.060 | 225.19 |  1.19 |    False |   False | 1.02 |  14.21 |       0 |     0.0 |               |             |          ABELL S0258 |         |                     |                    |                 |          | MCXC J0225.1-2928 |
|    63778 |                63778 |  -31.89284 |  -7.01187 | 0.060 |  49.87 |  1.31 |    False |   False | 1.05 |  14.63 |       3 |    16.1 |  SPLUS-s06s04 |             |                      |         |                     |                    |                 |          |                   |
|    77311 |                A3223 |   62.05766 | -30.91464 | 0.060 | 230.18 |  3.77 |    False |    True | 1.50 |  20.76 |       4 |    10.6 |    A3223_main |       A3223 |           ABELL 3223 |         |                     | PSZ2 G230.29-47.13 |                 |          |                   |
|    68020 |  ACT-CL J2154.8-1322 |  -31.68213 | -13.55376 | 0.060 |  41.88 |  5.68 |    False |    True | 1.71 |  23.74 |       7 |    14.2 |  SPLUS-s11s03 |             |                      |         | ACT-CL J2154.8-1322 |                    |                 |          |                   |
|    77099 |          ABELL S0258 |   36.28497 | -29.47317 | 0.061 | 224.94 |  3.47 |    False |    True | 1.45 |  20.04 |       1 |     2.9 |               |             |          ABELL S0258 |         |                     |                    |                 |          | MCXC J0225.1-2928 |
|    96489 |                A3651 |  -61.92342 | -55.05654 | 0.061 | 342.83 |  4.44 |    False |    True | 1.58 |  21.62 |       1 |     2.5 |   A3651_2022B |       A3651 |           ABELL 3651 |         |                     | PSZ2 G342.82-30.48 |                 |          |                   |
| 93220122 |           ABELL 2734 |    2.81095 | -28.85968 | 0.061 |  19.55 |  3.89 |    False |    True | 1.51 |  20.65 |       5 |    13.4 |  SPLUS-s22s03 |             |           ABELL 2734 |   A2734 |                     | PSZ2 G019.48-80.97 |           A2734 |    A2734 |                   |
|    94980 |          ABELL S0552 |   88.05572 | -57.15341 | 0.061 | 265.48 |  6.82 |    False |    True | 1.82 |  24.88 |       1 |     1.9 |               |             |          ABELL S0552 |         | ACT-CL J0551.6-5709 | PSZ2 G265.49-30.50 |                 |          |                   |
|    61754 |                61754 |  151.68805 |  -6.36779 | 0.061 | 246.84 |  1.31 |    False |   False | 1.05 |  14.36 |       3 |    16.7 |  SPLUS-n06s02 |             |                      |         |                     |                    |                 |          |                   |
|    76711 |           ABELL 2734 |    2.82934 | -28.84798 | 0.061 |  19.61 |  6.12 |    False |    True | 1.76 |  23.93 |       7 |    14.0 |  SPLUS-s22s03 |             |           ABELL 2734 |   A2734 |                     | PSZ2 G019.48-80.97 |           A2734 |    A2734 |                   |
|    66902 |           ABELL 1837 | -149.59859 | -11.13212 | 0.062 | 329.23 |  4.00 |    False |    True | 1.52 |  20.71 |       5 |    13.4 |  SPLUS-n09s45 |             |           ABELL 1837 |         |                     |                    |                 |          |                   |
|    74741 |          ABELL S0651 |  166.83642 | -22.99425 | 0.062 | 273.81 |  3.23 |    False |    True | 1.42 |  19.19 |       5 |    15.6 |  SPLUS-n18s12 |             |          ABELL S0651 |         |                     |                    |                 |          |                   |
|    90951 |          ABELL S0974 |  -33.02787 | -46.00519 | 0.062 | 352.84 |  3.76 |    False |    True | 1.49 |  20.13 |       5 |    14.1 |  SPLUS-s36s46 |             |          ABELL S0974 |         |                     |                    |                 |          |                   |
|    90926 |                A3809 |  -33.25913 | -43.91091 | 0.062 | 356.06 |  4.77 |    False |    True | 1.62 |  21.64 |       7 |    17.1 |  SPLUS-s34s48 |       A3809 |           ABELL 3809 |   A3809 |                     | PSZ2 G356.04-49.50 |                 |          |                   |
|    57284 |                57284 |  155.13706 |  -2.46410 | 0.063 | 246.04 |  2.27 |    False |   False | 1.26 |  16.83 |       3 |    12.1 |  SPLUS-n03s04 |             |                      |         |                     |                    |                 |          |                   |
|    79282 |           ABELL 3605 | -141.26421 | -28.34396 | 0.063 | 329.04 |  2.54 |    False |    True | 1.31 |  17.39 |       0 |     0.0 |               |             |           ABELL 3605 |         |                     | PSZ2 G329.29+29.18 |                 |          |                   |
|    84174 |           ABELL 2799 |    9.34682 | -39.11816 | 0.063 | 315.78 |  1.82 |    False |   False | 1.17 |  15.50 |       3 |    14.3 |  SPLUS-s30s06 |             |           ABELL 2799 |         |                     |                    |                 |          |                   |
|    88079 |          ABELL S0239 |   34.17164 | -47.81799 | 0.064 | 269.82 |  2.63 |    False |    True | 1.32 |  17.45 |       4 |    15.0 |  SPLUS-s37s18 |             |          ABELL S0239 |         | ACT-CL J0216.2-4816 |                    |                 |          | MCXC J0216.3-4816 |
|    74717 |           ABELL 1163 |  166.37774 | -21.09375 | 0.064 | 272.25 |  2.71 |    False |    True | 1.34 |  17.56 |       4 |    14.9 |  SPLUS-n17s12 |             |           ABELL 1163 |         |                     |                    |                 |          |                   |
| 93172804 |             93172804 |  155.11964 |  -2.62678 | 0.064 | 246.19 |  2.25 |    False |   False | 1.26 |  16.49 |       3 |    12.6 |  SPLUS-n03s04 |             |                      |         |                     |                    |                 |          |                   |
|    99823 |          ABELL S0450 |   65.88064 | -68.66955 | 0.064 | 281.21 |  1.02 |    False |   False | 0.97 |  12.60 |       0 |     0.0 |               |             |          ABELL S0450 |         |                     |                    |                 |          |                   |
|    93841 |                93841 |  -53.09711 | -52.37941 | 0.064 | 346.23 |  2.43 |    False |   False | 1.29 |  16.81 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    73375 |                73375 |   72.68426 | -20.79288 | 0.065 | 220.10 |  2.22 |    False |   False | 1.25 |  16.25 |       0 |     0.0 |               |             |                      |         |                     |                    |                 |          |                   |
|    55182 |   PSZ2 G113.02-64.68 |    8.55185 |  -2.12715 | 0.065 | 112.83 |  2.90 |    False |    True | 1.37 |  17.75 |       1 |     3.6 |               |             |                      |         |                     | PSZ2 G113.02-64.68 | RXCJ0034.2-0204 |          |                   |
|    66986 |           ABELL 1964 | -138.35882 |  -8.79709 | 0.065 | 344.79 |  2.63 |    False |   False | 1.32 |  17.18 |       4 |    15.5 |  SPLUS-n07s53 |             |           ABELL 1964 |         |                     |                    |                 |          |                   |
|    66256 |                A1069 |  159.93188 |  -8.68339 | 0.065 | 256.59 |  3.74 |    False |    True | 1.49 |  19.10 |       4 |    12.6 |  SPLUS-n07s08 |       A1069 |           ABELL 1069 |   A1069 |                     | PSZ2 G256.67+42.05 |                 |          |                   |
|    65975 |                A0780 |  139.52552 | -12.09345 | 0.066 | 242.93 | 28.38 |     True |   False | 2.92 |  37.21 |       1 |     0.8 |   A0780_2021B |       A0780 |           ABELL 0780 |   A0780 |                     |                    |            A780 |  HYDRA-A |                   |
